temperature,title,0
-10.0,EMS: UNCONSCIOUS SUBJECT,4
-10.0,EMS: UNKNOWN MEDICAL EMERGENCY,7
-10.0,EMS: UNRESPONSIVE SUBJECT,1
-10.0,EMS: VEHICLE ACCIDENT,7
-10.0,Fire: BUILDING FIRE,4
-10.0,Fire: CARBON MONOXIDE DETECTOR,5
-10.0,Fire: ELECTRICAL FIRE OUTSIDE,2
-10.0,Fire: FIRE ALARM,37
-10.0,Fire: FIRE INVESTIGATION,4
-10.0,Fire: FIRE SPECIAL SERVICE,5
-10.0,Fire: GAS-ODOR/LEAK,3
-10.0,Fire: VEHICLE ACCIDENT,1
-10.0,Fire: VEHICLE FIRE,1
-10.0,Traffic: DISABLED VEHICLE -,32
-10.0,Traffic: HAZARDOUS ROAD CONDITIONS -,21
-10.0,Traffic: ROAD OBSTRUCTION -,2
-10.0,Traffic: VEHICLE ACCIDENT -,49
-10.0,Traffic: VEHICLE FIRE -,2
-9.0,EMS: ABDOMINAL PAINS,3
-9.0,EMS: ALLERGIC REACTION,1
-9.0,EMS: ALTERED MENTAL STATUS,3
-9.0,EMS: ASSAULT VICTIM,1
-9.0,EMS: BACK PAINS/INJURY,2
-9.0,EMS: BUILDING FIRE,1
-9.0,EMS: CARDIAC ARREST,7
-9.0,EMS: CARDIAC EMERGENCY,12
-9.0,EMS: CVA/STROKE,8
-9.0,EMS: DEHYDRATION,3
-9.0,EMS: DIABETIC EMERGENCY,6
-9.0,EMS: DIZZINESS,4
-9.0,EMS: FALL VICTIM,23
-9.0,EMS: FEVER,1
-9.0,EMS: FRACTURE,3
-9.0,EMS: GAS-ODOR/LEAK,1
-9.0,EMS: GENERAL WEAKNESS,6
-9.0,EMS: HEAD INJURY,10
-9.0,EMS: HEMORRHAGING,12
-9.0,EMS: LACERATIONS,3
-9.0,EMS: MATERNITY,3
-9.0,EMS: MEDICAL ALERT ALARM,3
-9.0,EMS: NAUSEA/VOMITING,2
-9.0,EMS: OVERDOSE,5
-9.0,EMS: RESPIRATORY EMERGENCY,22
-9.0,EMS: SEIZURES,5
-9.0,EMS: SUBJECT IN PAIN,4
-9.0,EMS: SYNCOPAL EPISODE,4
-9.0,EMS: UNCONSCIOUS SUBJECT,7
-9.0,EMS: UNKNOWN MEDICAL EMERGENCY,6
-9.0,EMS: UNRESPONSIVE SUBJECT,2
-9.0,EMS: VEHICLE ACCIDENT,5
-9.0,Fire: BUILDING FIRE,3
-9.0,Fire: CARBON MONOXIDE DETECTOR,5
-9.0,Fire: CARDIAC ARREST,2
-9.0,Fire: ELECTRICAL FIRE OUTSIDE,6
-9.0,Fire: FIRE ALARM,28
-9.0,Fire: FIRE INVESTIGATION,8
-9.0,Fire: FIRE POLICE NEEDED,2
-9.0,Fire: FIRE SPECIAL SERVICE,3
-9.0,Fire: GAS-ODOR/LEAK,2
-9.0,Fire: RESCUE - ELEVATOR,1
-9.0,Fire: TRANSFERRED CALL,1
-9.0,Fire: UNKNOWN TYPE FIRE,2
-9.0,Fire: VEHICLE ACCIDENT,3
-9.0,Fire: VEHICLE FIRE,2
-9.0,Traffic: DISABLED VEHICLE -,35
-9.0,Traffic: HAZARDOUS ROAD CONDITIONS -,24
-9.0,Traffic: ROAD OBSTRUCTION -,5
-9.0,Traffic: VEHICLE ACCIDENT -,52
-9.0,Traffic: VEHICLE FIRE -,3
-8.0,EMS: ABDOMINAL PAINS,13
-8.0,EMS: ALTERED MENTAL STATUS,11
-8.0,EMS: ASSAULT VICTIM,5
-8.0,EMS: BACK PAINS/INJURY,6
-8.0,EMS: BUILDING FIRE,2
-8.0,EMS: CARBON MONOXIDE DETECTOR,1
-8.0,EMS: CARDIAC ARREST,6
-8.0,EMS: CARDIAC EMERGENCY,45
-8.0,EMS: CHOKING,3
-8.0,EMS: CVA/STROKE,9
-8.0,EMS: DIABETIC EMERGENCY,7
-8.0,EMS: DIZZINESS,7
-8.0,EMS: EYE INJURY,1
-8.0,EMS: FALL VICTIM,44
-8.0,EMS: FEVER,6
-8.0,EMS: FRACTURE,4
-8.0,EMS: GENERAL WEAKNESS,15
-8.0,EMS: HEAD INJURY,23
-8.0,EMS: HEMORRHAGING,15
-8.0,EMS: LACERATIONS,3
-8.0,EMS: MATERNITY,4
-8.0,EMS: MEDICAL ALERT ALARM,14
-8.0,EMS: NAUSEA/VOMITING,13
-8.0,EMS: OVERDOSE,12
-8.0,EMS: RESCUE - TECHNICAL,1
-8.0,EMS: RESPIRATORY EMERGENCY,56
-8.0,EMS: SEIZURES,16
-8.0,EMS: STABBING,1
-8.0,EMS: SUBJECT IN PAIN,24
-8.0,EMS: SYNCOPAL EPISODE,9
-8.0,EMS: UNCONSCIOUS SUBJECT,12
-8.0,EMS: UNKNOWN MEDICAL EMERGENCY,17
-8.0,EMS: UNRESPONSIVE SUBJECT,14
-8.0,EMS: VEHICLE ACCIDENT,17
-8.0,Fire: APPLIANCE FIRE,3
-8.0,Fire: BUILDING FIRE,12
-8.0,Fire: CARBON MONOXIDE DETECTOR,14
-8.0,Fire: CARDIAC ARREST,1
-8.0,Fire: ELECTRICAL FIRE OUTSIDE,4
-8.0,Fire: ELEVATOR EMERGENCY,2
-8.0,Fire: FIRE ALARM,80
-8.0,Fire: FIRE INVESTIGATION,22
-8.0,Fire: FIRE POLICE NEEDED,1
-8.0,Fire: FIRE SPECIAL SERVICE,13
-8.0,Fire: GAS-ODOR/LEAK,8
-8.0,Fire: RESCUE - ELEVATOR,1
-8.0,Fire: RESCUE - TECHNICAL,1
-8.0,Fire: TRASH/DUMPSTER FIRE,1
-8.0,Fire: UNKNOWN TYPE FIRE,1
-8.0,Fire: VEHICLE ACCIDENT,5
-8.0,Fire: VEHICLE FIRE,1
-8.0,Traffic: DISABLED VEHICLE -,84
-8.0,Traffic: HAZARDOUS ROAD CONDITIONS -,34
-8.0,Traffic: ROAD OBSTRUCTION -,14
-8.0,Traffic: VEHICLE ACCIDENT -,166
-8.0,Traffic: VEHICLE FIRE -,3
-7.0,EMS: ABDOMINAL PAINS,24
-7.0,EMS: ALLERGIC REACTION,7
-7.0,EMS: ALTERED MENTAL STATUS,19
-7.0,EMS: ANIMAL BITE,1
-7.0,EMS: ASSAULT VICTIM,5
-7.0,EMS: BACK PAINS/INJURY,8
-7.0,EMS: BUILDING FIRE,3
-7.0,EMS: BURN VICTIM,1
-7.0,EMS: CARBON MONOXIDE DETECTOR,1
-7.0,EMS: CARDIAC ARREST,14
-7.0,EMS: CARDIAC EMERGENCY,86
-7.0,EMS: CHOKING,4
-7.0,EMS: CVA/STROKE,26
-7.0,EMS: DEHYDRATION,3
-7.0,EMS: DIABETIC EMERGENCY,10
-7.0,EMS: DIZZINESS,6
-7.0,EMS: EMS SPECIAL SERVICE,1
-7.0,EMS: FALL VICTIM,68
-7.0,EMS: FRACTURE,6
-7.0,EMS: GAS-ODOR/LEAK,1
-7.0,EMS: GENERAL WEAKNESS,28
-7.0,EMS: HEAD INJURY,33
-7.0,EMS: HEMORRHAGING,21
-7.0,EMS: LACERATIONS,7
-7.0,EMS: MATERNITY,1
-7.0,EMS: MEDICAL ALERT ALARM,22
-7.0,EMS: NAUSEA/VOMITING,24
-7.0,EMS: OVERDOSE,14
-7.0,EMS: POISONING,1
-7.0,EMS: RESPIRATORY EMERGENCY,96
-7.0,EMS: SEIZURES,17
-7.0,EMS: SUBJECT IN PAIN,42
-7.0,EMS: SYNCOPAL EPISODE,22
-7.0,EMS: UNCONSCIOUS SUBJECT,16
-7.0,EMS: UNKNOWN MEDICAL EMERGENCY,21
-7.0,EMS: UNRESPONSIVE SUBJECT,6
-7.0,EMS: VEHICLE ACCIDENT,36
-7.0,Fire: APPLIANCE FIRE,4
-7.0,Fire: BUILDING FIRE,24
-7.0,Fire: BURN VICTIM,1
-7.0,Fire: CARBON MONOXIDE DETECTOR,14
-7.0,Fire: CARDIAC ARREST,1
-7.0,Fire: ELECTRICAL FIRE OUTSIDE,2
-7.0,Fire: FIRE ALARM,128
-7.0,Fire: FIRE INVESTIGATION,36
-7.0,Fire: FIRE SPECIAL SERVICE,13
-7.0,Fire: GAS-ODOR/LEAK,18
-7.0,Fire: RESCUE - ELEVATOR,3
-7.0,Fire: S/B AT HELICOPTER LANDING,1
-7.0,Fire: UNKNOWN TYPE FIRE,2
-7.0,Fire: VEHICLE ACCIDENT,16
-7.0,Fire: VEHICLE FIRE,1
-7.0,Fire: WOODS/FIELD FIRE,1
-7.0,Traffic: DISABLED VEHICLE -,129
-7.0,Traffic: HAZARDOUS ROAD CONDITIONS -,50
-7.0,Traffic: ROAD OBSTRUCTION -,26
-7.0,Traffic: VEHICLE ACCIDENT -,247
-7.0,Traffic: VEHICLE FIRE -,2
-6.0,EMS: ABDOMINAL PAINS,32
-6.0,EMS: ALLERGIC REACTION,4
-6.0,EMS: ALTERED MENTAL STATUS,31
-6.0,EMS: APPLIANCE FIRE,1
-6.0,EMS: ASSAULT VICTIM,9
-6.0,EMS: BACK PAINS/INJURY,27
-6.0,EMS: BUILDING FIRE,4
-6.0,EMS: BURN VICTIM,2
-6.0,EMS: CARBON MONOXIDE DETECTOR,3
-6.0,EMS: CARDIAC ARREST,18
-6.0,EMS: CARDIAC EMERGENCY,104
-6.0,EMS: CHOKING,3
-6.0,EMS: CVA/STROKE,25
-6.0,EMS: DEHYDRATION,6
-6.0,EMS: DIABETIC EMERGENCY,22
-6.0,EMS: DIZZINESS,14
-6.0,EMS: EMS SPECIAL SERVICE,2
-6.0,EMS: EYE INJURY,1
-6.0,EMS: FALL VICTIM,107
-6.0,EMS: FEVER,10
-6.0,EMS: FIRE INVESTIGATION,1
-6.0,EMS: FRACTURE,10
-6.0,EMS: GENERAL WEAKNESS,40
-6.0,EMS: HEAD INJURY,47
-6.0,EMS: HEMORRHAGING,32
-6.0,EMS: INDUSTRIAL ACCIDENT,1
-6.0,EMS: LACERATIONS,8
-6.0,EMS: MATERNITY,1
-6.0,EMS: MEDICAL ALERT ALARM,33
-6.0,EMS: NAUSEA/VOMITING,22
-6.0,EMS: OVERDOSE,32
-6.0,EMS: POISONING,3
-6.0,EMS: RESPIRATORY EMERGENCY,132
-6.0,EMS: S/B AT HELICOPTER LANDING,1
-6.0,EMS: SEIZURES,35
-6.0,EMS: STABBING,1
-6.0,EMS: SUBJECT IN PAIN,64
-6.0,EMS: SYNCOPAL EPISODE,28
-6.0,EMS: UNCONSCIOUS SUBJECT,32
-6.0,EMS: UNKNOWN MEDICAL EMERGENCY,31
-6.0,EMS: UNRESPONSIVE SUBJECT,15
-6.0,EMS: VEHICLE ACCIDENT,45
-6.0,Fire: APPLIANCE FIRE,5
-6.0,Fire: BUILDING FIRE,23
-6.0,Fire: BURN VICTIM,2
-6.0,Fire: CARBON MONOXIDE DETECTOR,17
-6.0,Fire: CARDIAC ARREST,4
-6.0,Fire: DEBRIS/FLUIDS ON HIGHWAY,1
-6.0,Fire: ELECTRICAL FIRE OUTSIDE,5
-6.0,Fire: ELEVATOR EMERGENCY,1
-6.0,Fire: FIRE ALARM,171
-6.0,Fire: FIRE INVESTIGATION,44
-6.0,Fire: FIRE POLICE NEEDED,3
-6.0,Fire: FIRE SPECIAL SERVICE,12
-6.0,Fire: GAS-ODOR/LEAK,31
-6.0,Fire: RESCUE - ELEVATOR,5
-6.0,Fire: S/B AT HELICOPTER LANDING,2
-6.0,Fire: UNKNOWN TYPE FIRE,2
-6.0,Fire: VEHICLE ACCIDENT,23
-6.0,Fire: VEHICLE FIRE,5
-6.0,Traffic: DEBRIS/FLUIDS ON HIGHWAY -,1
-6.0,Traffic: DISABLED VEHICLE -,177
-6.0,Traffic: HAZARDOUS ROAD CONDITIONS -,51
-6.0,Traffic: ROAD OBSTRUCTION -,30
-6.0,Traffic: VEHICLE ACCIDENT -,390
-6.0,Traffic: VEHICLE FIRE -,7
-5.0,EMS: ABDOMINAL PAINS,30
-5.0,EMS: ALLERGIC REACTION,14
-5.0,EMS: ALTERED MENTAL STATUS,45
-5.0,EMS: ASSAULT VICTIM,18
-5.0,EMS: BACK PAINS/INJURY,22
-5.0,EMS: BUILDING FIRE,10
-5.0,EMS: BURN VICTIM,2
-5.0,EMS: CARBON MONOXIDE DETECTOR,5
-5.0,EMS: CARDIAC ARREST,17
-5.0,EMS: CARDIAC EMERGENCY,150
-5.0,EMS: CHOKING,5
-5.0,EMS: CVA/STROKE,37
-5.0,EMS: DEHYDRATION,7
-5.0,EMS: DIABETIC EMERGENCY,31
-5.0,EMS: DIZZINESS,24
-5.0,EMS: ELECTRICAL FIRE OUTSIDE,1
-5.0,EMS: EMS SPECIAL SERVICE,1
-5.0,EMS: EYE INJURY,1
-5.0,EMS: FALL VICTIM,173
-5.0,EMS: FEVER,14
-5.0,EMS: FIRE ALARM,1
-5.0,EMS: FIRE SPECIAL SERVICE,5
-5.0,EMS: FRACTURE,10
-5.0,EMS: GAS-ODOR/LEAK,3
-5.0,EMS: GENERAL WEAKNESS,48
-5.0,EMS: HEAD INJURY,77
-5.0,EMS: HEMORRHAGING,36
-5.0,EMS: LACERATIONS,6
-5.0,EMS: MATERNITY,5
-5.0,EMS: MEDICAL ALERT ALARM,51
-5.0,EMS: NAUSEA/VOMITING,35
-5.0,EMS: OVERDOSE,32
-5.0,EMS: RESCUE - ELEVATOR,1
-5.0,EMS: RESCUE - TECHNICAL,1
-5.0,EMS: RESPIRATORY EMERGENCY,155
-5.0,EMS: SEIZURES,47
-5.0,EMS: STABBING,1
-5.0,EMS: SUBJECT IN PAIN,94
-5.0,EMS: SYNCOPAL EPISODE,54
-5.0,EMS: UNCONSCIOUS SUBJECT,33
-5.0,EMS: UNKNOWN MEDICAL EMERGENCY,47
-5.0,EMS: UNRESPONSIVE SUBJECT,18
-5.0,EMS: VEHICLE ACCIDENT,51
-5.0,Fire: APPLIANCE FIRE,10
-5.0,Fire: BUILDING FIRE,30
-5.0,Fire: BURN VICTIM,2
-5.0,Fire: CARBON MONOXIDE DETECTOR,24
-5.0,Fire: CARDIAC ARREST,5
-5.0,Fire: DEBRIS/FLUIDS ON HIGHWAY,3
-5.0,Fire: ELECTRICAL FIRE OUTSIDE,11
-5.0,Fire: ELEVATOR EMERGENCY,1
-5.0,Fire: FIRE ALARM,216
-5.0,Fire: FIRE INVESTIGATION,62
-5.0,Fire: FIRE POLICE NEEDED,2
-5.0,Fire: FIRE SPECIAL SERVICE,25
-5.0,Fire: GAS-ODOR/LEAK,39
-5.0,Fire: PUMP DETAIL,1
-5.0,Fire: RESCUE - ELEVATOR,10
-5.0,Fire: RESCUE - TECHNICAL,1
-5.0,Fire: S/B AT HELICOPTER LANDING,2
-5.0,Fire: TRANSFERRED CALL,1
-5.0,Fire: TRASH/DUMPSTER FIRE,5
-5.0,Fire: UNKNOWN TYPE FIRE,11
-5.0,Fire: VEHICLE ACCIDENT,26
-5.0,Fire: VEHICLE FIRE,9
-5.0,Fire: WOODS/FIELD FIRE,1
-5.0,Traffic: DEBRIS/FLUIDS ON HIGHWAY -,4
-5.0,Traffic: DISABLED VEHICLE -,304
-5.0,Traffic: HAZARDOUS ROAD CONDITIONS -,65
-5.0,Traffic: ROAD OBSTRUCTION -,49
-5.0,Traffic: VEHICLE ACCIDENT -,674
-5.0,Traffic: VEHICLE FIRE -,12
-4.0,EMS: ABDOMINAL PAINS,24
-4.0,EMS: ALLERGIC REACTION,4
-4.0,EMS: ALTERED MENTAL STATUS,34
-4.0,EMS: ASSAULT VICTIM,7
-4.0,EMS: BACK PAINS/INJURY,14
-4.0,EMS: BUILDING FIRE,7
-4.0,EMS: BURN VICTIM,1
-4.0,EMS: CARBON MONOXIDE DETECTOR,1
-4.0,EMS: CARDIAC ARREST,22
-4.0,EMS: CARDIAC EMERGENCY,88
-4.0,EMS: CHOKING,3
-4.0,EMS: CVA/STROKE,16
-4.0,EMS: DEHYDRATION,4
-4.0,EMS: DIABETIC EMERGENCY,12
-4.0,EMS: DIZZINESS,8
-4.0,EMS: EMS SPECIAL SERVICE,1
-4.0,EMS: FALL VICTIM,79
-4.0,EMS: FEVER,9
-4.0,EMS: FRACTURE,9
-4.0,EMS: GENERAL WEAKNESS,44
-4.0,EMS: HEAD INJURY,44
-4.0,EMS: HEMORRHAGING,18
-4.0,EMS: LACERATIONS,9
-4.0,EMS: MATERNITY,3
-4.0,EMS: MEDICAL ALERT ALARM,24
-4.0,EMS: NAUSEA/VOMITING,15
-4.0,EMS: OVERDOSE,21
-4.0,EMS: POISONING,2
-4.0,EMS: RESPIRATORY EMERGENCY,100
-4.0,EMS: SEIZURES,20
-4.0,EMS: SUBJECT IN PAIN,51
-4.0,EMS: SYNCOPAL EPISODE,29
-4.0,EMS: UNCONSCIOUS SUBJECT,15
-4.0,EMS: UNKNOWN MEDICAL EMERGENCY,18
-4.0,EMS: UNRESPONSIVE SUBJECT,14
-4.0,EMS: VEHICLE ACCIDENT,33
-4.0,Fire: APPLIANCE FIRE,6
-4.0,Fire: BUILDING FIRE,25
-4.0,Fire: BURN VICTIM,1
-4.0,Fire: CARBON MONOXIDE DETECTOR,8
-4.0,Fire: CARDIAC ARREST,4
-4.0,Fire: ELECTRICAL FIRE OUTSIDE,4
-4.0,Fire: ELEVATOR EMERGENCY,1
-4.0,Fire: FIRE ALARM,123
-4.0,Fire: FIRE INVESTIGATION,28
-4.0,Fire: FIRE POLICE NEEDED,2
-4.0,Fire: FIRE SPECIAL SERVICE,19
-4.0,Fire: GAS-ODOR/LEAK,26
-4.0,Fire: RESCUE - ELEVATOR,4
-4.0,Fire: TRASH/DUMPSTER FIRE,3
-4.0,Fire: UNKNOWN TYPE FIRE,1
-4.0,Fire: VEHICLE ACCIDENT,15
-4.0,Fire: VEHICLE FIRE,5
-4.0,Fire: WOODS/FIELD FIRE,3
-4.0,Traffic: DISABLED VEHICLE -,201
-4.0,Traffic: HAZARDOUS ROAD CONDITIONS -,31
-4.0,Traffic: ROAD OBSTRUCTION -,31
-4.0,Traffic: VEHICLE ACCIDENT -,413
-4.0,Traffic: VEHICLE FIRE -,6
-3.0,EMS: ABDOMINAL PAINS,53
-3.0,EMS: ALLERGIC REACTION,6
-3.0,EMS: ALTERED MENTAL STATUS,47
-3.0,EMS: ASSAULT VICTIM,8
-3.0,EMS: BACK PAINS/INJURY,19
-3.0,EMS: BUILDING FIRE,12
-3.0,EMS: BURN VICTIM,5
-3.0,EMS: CARBON MONOXIDE DETECTOR,3
-3.0,EMS: CARDIAC ARREST,12
-3.0,EMS: CARDIAC EMERGENCY,133
-3.0,EMS: CHOKING,3
-3.0,EMS: CVA/STROKE,50
-3.0,EMS: DEHYDRATION,4
-3.0,EMS: DIABETIC EMERGENCY,20
-3.0,EMS: DIZZINESS,23
-3.0,EMS: EMS SPECIAL SERVICE,7
-3.0,EMS: EYE INJURY,1
-3.0,EMS: FALL VICTIM,164
-3.0,EMS: FEVER,10
-3.0,EMS: FIRE SPECIAL SERVICE,7
-3.0,EMS: FRACTURE,22
-3.0,EMS: GENERAL WEAKNESS,50
-3.0,EMS: HEAD INJURY,90
-3.0,EMS: HEMORRHAGING,47
-3.0,EMS: LACERATIONS,14
-3.0,EMS: MATERNITY,6
-3.0,EMS: MEDICAL ALERT ALARM,34
-3.0,EMS: NAUSEA/VOMITING,39
-3.0,EMS: OVERDOSE,19
-3.0,EMS: RESCUE - GENERAL,2
-3.0,EMS: RESPIRATORY EMERGENCY,192
-3.0,EMS: SEIZURES,47
-3.0,EMS: SUBJECT IN PAIN,85
-3.0,EMS: SYNCOPAL EPISODE,34
-3.0,EMS: TRAIN CRASH,1
-3.0,EMS: UNCONSCIOUS SUBJECT,40
-3.0,EMS: UNKNOWN MEDICAL EMERGENCY,42
-3.0,EMS: UNRESPONSIVE SUBJECT,22
-3.0,EMS: VEHICLE ACCIDENT,55
-3.0,Fire: APPLIANCE FIRE,3
-3.0,Fire: BUILDING FIRE,27
-3.0,Fire: BURN VICTIM,4
-3.0,Fire: CARBON MONOXIDE DETECTOR,24
-3.0,Fire: CARDIAC ARREST,9
-3.0,Fire: DEBRIS/FLUIDS ON HIGHWAY,1
-3.0,Fire: ELECTRICAL FIRE OUTSIDE,8
-3.0,Fire: ELEVATOR EMERGENCY,1
-3.0,Fire: FIRE ALARM,196
-3.0,Fire: FIRE INVESTIGATION,48
-3.0,Fire: FIRE POLICE NEEDED,7
-3.0,Fire: FIRE SPECIAL SERVICE,64
-3.0,Fire: GAS-ODOR/LEAK,32
-3.0,Fire: RESCUE - ELEVATOR,6
-3.0,Fire: RESCUE - GENERAL,2
-3.0,Fire: TRAIN CRASH,1
-3.0,Fire: TRANSFERRED CALL,1
-3.0,Fire: TRASH/DUMPSTER FIRE,9
-3.0,Fire: UNKNOWN TYPE FIRE,8
-3.0,Fire: VEHICLE ACCIDENT,23
-3.0,Fire: VEHICLE FIRE,11
-3.0,Fire: VEHICLE LEAKING FUEL,1
-3.0,Fire: WOODS/FIELD FIRE,3
-3.0,Traffic: DEBRIS/FLUIDS ON HIGHWAY -,2
-3.0,Traffic: DISABLED VEHICLE -,481
-3.0,Traffic: HAZARDOUS ROAD CONDITIONS -,68
-3.0,Traffic: ROAD OBSTRUCTION -,68
-3.0,Traffic: VEHICLE ACCIDENT -,600
-3.0,Traffic: VEHICLE FIRE -,19
-3.0,Traffic: VEHICLE LEAKING FUEL -,1
-2.0,EMS: ABDOMINAL PAINS,57
-2.0,EMS: ALLERGIC REACTION,11
-2.0,EMS: ALTERED MENTAL STATUS,42
-2.0,EMS: AMPUTATION,2
-2.0,EMS: ANIMAL BITE,3
-2.0,EMS: ASSAULT VICTIM,16
-2.0,EMS: BACK PAINS/INJURY,35
-2.0,EMS: BUILDING FIRE,9
-2.0,EMS: BURN VICTIM,3
-2.0,EMS: CARBON MONOXIDE DETECTOR,3
-2.0,EMS: CARDIAC ARREST,19
-2.0,EMS: CARDIAC EMERGENCY,194
-2.0,EMS: CHOKING,6
-2.0,EMS: CVA/STROKE,63
-2.0,EMS: DEHYDRATION,2
-2.0,EMS: DIABETIC EMERGENCY,32
-2.0,EMS: DIZZINESS,35
-2.0,EMS: DROWNING,1
-2.0,EMS: EMS SPECIAL SERVICE,9
-2.0,EMS: EYE INJURY,3
-2.0,EMS: FALL VICTIM,216
-2.0,EMS: FEVER,26
-2.0,EMS: FIRE ALARM,1
-2.0,EMS: FIRE SPECIAL SERVICE,18
-2.0,EMS: FRACTURE,22
-2.0,EMS: GAS-ODOR/LEAK,2
-2.0,EMS: GENERAL WEAKNESS,54
-2.0,EMS: HEAD INJURY,93
-2.0,EMS: HEMORRHAGING,63
-2.0,EMS: LACERATIONS,21
-2.0,EMS: MATERNITY,9
-2.0,EMS: MEDICAL ALERT ALARM,45
-2.0,EMS: NAUSEA/VOMITING,51
-2.0,EMS: OVERDOSE,31
-2.0,EMS: POISONING,1
-2.0,EMS: RESCUE - WATER,1
-2.0,EMS: RESPIRATORY EMERGENCY,195
-2.0,EMS: S/B AT HELICOPTER LANDING,1
-2.0,EMS: SEIZURES,57
-2.0,EMS: STABBING,1
-2.0,EMS: SUBJECT IN PAIN,121
-2.0,EMS: SYNCOPAL EPISODE,49
-2.0,EMS: UNCONSCIOUS SUBJECT,41
-2.0,EMS: UNKNOWN MEDICAL EMERGENCY,48
-2.0,EMS: UNRESPONSIVE SUBJECT,32
-2.0,EMS: VEHICLE ACCIDENT,80
-2.0,EMS: VEHICLE FIRE,1
-2.0,Fire: APPLIANCE FIRE,5
-2.0,Fire: BUILDING FIRE,49
-2.0,Fire: BURN VICTIM,2
-2.0,Fire: CARBON MONOXIDE DETECTOR,35
-2.0,Fire: CARDIAC ARREST,8
-2.0,Fire: CARDIAC EMERGENCY,1
-2.0,Fire: DEBRIS/FLUIDS ON HIGHWAY,1
-2.0,Fire: ELECTRICAL FIRE OUTSIDE,8
